gene	Family	Type
SoffiXsponR570.10Bg099200	MYB	TFF
SoffiXsponR570.10Bg104000	Jumonji	OTR
SoffiXsponR570.10Bg105300	zf-HD	TFF
SoffiXsponR570.10Bg106000	Alfin-like	TFF
SoffiXsponR570.10Bg116700	ABI3VP1	TFF
SoffiXsponR570.10Bg124400	MYB-related	TFF
SoffiXsponR570.10Bg130600	PHD	OTR
SoffiXsponR570.10Bg134300	WRKY	TFF
SoffiXsponR570.10Bg135000	NAC	TFF
SoffiXsponR570.10Bg136400	Top	TFF
SoffiXsponR570.10Bg148600	Jumonji	OTR
SoffiXsponR570.10Bg156500	WRKY	TFF
SoffiXsponR570.10Bg171000	TRAF	OTR
SoffiXsponR570.10Bg178200	FAR1	TFF
SoffiXsponR570.10Bg180400	MADS	TFF
SoffiXsponR570.10Bg181900	FHA	TFF
SoffiXsponR570.10Bg182800	GRAS	TFF
SoffiXsponR570.10Bg183000	GRAS	TFF
SoffiXsponR570.10Bg183200	GRAS	TFF
SoffiXsponR570.10Bg184800	C2C2-Dof	TFF
SoffiXsponR570.10Bg192900	MYB	TFF
SoffiXsponR570.10Bg196300	AP2-EREBP	TFF
SoffiXsponR570.10Bg196500	ABI3VP1	TFF
SoffiXsponR570.10Bg200300	MYB-related	TFF
SoffiXsponR570.10Bg200300	MYB	TFF
SoffiXsponR570.10Bg200400	MYB-related	TFF
SoffiXsponR570.10Bg200400	MYB	TFF
SoffiXsponR570.10Bg201400	C2H2	TFF
SoffiXsponR570.10Bg204500	GRAS	TFF
SoffiXsponR570.10Bg205700	GRAS	TFF
SoffiXsponR570.10Bg206000	GRAS	TFF
SoffiXsponR570.10Bg206900	C2H2	TFF
SoffiXsponR570.10Cg005600	WRKY	TFF
SoffiXsponR570.10Cg005800	WRKY	TFF
SoffiXsponR570.10Cg006000	WRKY	TFF
SoffiXsponR570.10Cg006200	WRKY	TFF
SoffiXsponR570.10Cg010900	NAC	TFF
SoffiXsponR570.10Cg011000	NAC	TFF
SoffiXsponR570.10Cg013000	MYB	TFF
SoffiXsponR570.10Cg032300	bZIP	TFF
SoffiXsponR570.10Cg037600	OFP	TFF
SoffiXsponR570.10Cg040200	Pseudo_ARR-B	OTR
SoffiXsponR570.10Cg041100	HB	TFF
SoffiXsponR570.10Cg042600	bZIP	TFF
SoffiXsponR570.10Cg044700	MED26	OTR
SoffiXsponR570.10Cg054100	MYB-related	TFF
SoffiXsponR570.10Cg054600	NAC	TFF
SoffiXsponR570.10Cg061000	ABI3VP1	TFF
SoffiXsponR570.10Cg064200	zf-BED	TFF
SoffiXsponR570.10Cg072200	Alfin-like	TFF
SoffiXsponR570.10Cg079400	Top	TFF
SoffiXsponR570.10Cg086300	MYB	TFF
SoffiXsponR570.10Cg091400	Sigma70-like	TFF
SoffiXsponR570.10Cg091600	bHLH	TFF
SoffiXsponR570.10Cg094100	C3H	TFF
SoffiXsponR570.10Cg099600	WRKY	TFF
SoffiXsponR570.10Cg101700	SBP	TFF
SoffiXsponR570.10Cg115800	ARF	TFF
SoffiXsponR570.10Cg126300	PAS	TFF
SoffiXsponR570.10Cg132500	MYB	TFF
SoffiXsponR570.10Cg161700	MADS	TFF
SoffiXsponR570.10Cg163200	FHA	TFF
SoffiXsponR570.10Cg165400	GRAS	TFF
SoffiXsponR570.10Cg165700	GRAS	TFF
SoffiXsponR570.10Cg166900	C2C2-Dof	TFF
SoffiXsponR570.10Cg167000	C2C2-Dof	TFF
SoffiXsponR570.10Cg171100	PAS	TFF
SoffiXsponR570.10Cg179900	MYB-related	TFF
SoffiXsponR570.10Cg179900	MYB	TFF
SoffiXsponR570.10Cg181200	C2H2	TFF
SoffiXsponR570.10Cg181300	C2H2	TFF
SoffiXsponR570.10Cg186800	MYB-related	TFF
SoffiXsponR570.10Cg186800	MYB	TFF
SoffiXsponR570.10Cg189400	GRAS	TFF
SoffiXsponR570.10Cg189600	GRAS	TFF
SoffiXsponR570.10Cg189700	GRAS	TFF
SoffiXsponR570.10Dg001200	PAS	TFF
SoffiXsponR570.10Dg001800	C2C2-Dof	TFF
SoffiXsponR570.10Dg002700	SAP	TFF
SoffiXsponR570.10Dg005700	MYB-related	TFF
SoffiXsponR570.10Dg016800	WRKY	TFF
SoffiXsponR570.10Dg017100	WRKY	TFF
SoffiXsponR570.10Dg020800	NAC	TFF
SoffiXsponR570.10Dg020900	NAC	TFF
SoffiXsponR570.10Dg022800	zf-HD	TFF
SoffiXsponR570.10Dg023500	MYB	TFF
SoffiXsponR570.10Dg033900	OFP	TFF
SoffiXsponR570.10Dg034100	OFP	TFF
SoffiXsponR570.10Dg034200	OFP	TFF
SoffiXsponR570.10Dg038400	Pseudo_ARR-B	OTR
SoffiXsponR570.10Dg039300	HB	TFF
SoffiXsponR570.10Dg040700	bZIP	TFF
SoffiXsponR570.10Dg040800	GRAS	TFF
SoffiXsponR570.10Dg041600	TUB	TFF
SoffiXsponR570.10Dg042700	MED26	OTR
SoffiXsponR570.10Dg047600	NAC	TFF
SoffiXsponR570.10Dg050000	TCP	TFF
SoffiXsponR570.10Dg055800	ABI3VP1	TFF
SoffiXsponR570.10Dg066900	Alfin-like	TFF
SoffiXsponR570.10Dg068200	AP2-EREBP	TFF
SoffiXsponR570.10Dg074300	Top	TFF
SoffiXsponR570.10Dg077200	AUX/IAA	OTR
SoffiXsponR570.10Dg082400	MYB	TFF
SoffiXsponR570.10Dg086400	zf-BED	TFF
SoffiXsponR570.10Dg087700	bHLH	TFF
SoffiXsponR570.10Dg091000	C3H	TFF
SoffiXsponR570.10Dg097900	WRKY	TFF
SoffiXsponR570.10Dg105400	ARF	TFF
SoffiXsponR570.10Dg108700	RB	OTR
SoffiXsponR570.10Dg115400	CCAAT	TFF
SoffiXsponR570.10Dg116900	PAS	TFF
SoffiXsponR570.10Dg123000	BSD	TFF
SoffiXsponR570.10Dg123500	MYB	TFF
SoffiXsponR570.10Dg132700	bHLH	TFF
SoffiXsponR570.10Dg137100	MADS	TFF
SoffiXsponR570.10Dg137800	Top	TFF
SoffiXsponR570.10Dg150700	bHLH	TFF
SoffiXsponR570.10Dg161000	MADS	TFF
SoffiXsponR570.10Dg165300	GRAS	TFF
SoffiXsponR570.10Dg166700	C2C2-Dof	TFF
SoffiXsponR570.10Dg176200	MYB	TFF
SoffiXsponR570.10Dg176300	AP2-EREBP	TFF
SoffiXsponR570.10Dg180500	bZIP	TFF
SoffiXsponR570.10Dg180800	AP2-EREBP	TFF
SoffiXsponR570.10Dg181400	MYB-related	TFF
SoffiXsponR570.10Dg181400	MYB	TFF
SoffiXsponR570.10Dg185900	GRAS	TFF
SoffiXsponR570.10Dg186700	GRAS	TFF
SoffiXsponR570.10Dg186800	GRAS	TFF
SoffiXsponR570.10Dg186900	GRAS	TFF
SoffiXsponR570.10Dg187000	GRAS	TFF
SoffiXsponR570.10Dg190200	MYB-related	TFF
SoffiXsponR570.10Dg190200	MYB	TFF
SoffiXsponR570.10Dg191800	AP2-EREBP	TFF
SoffiXsponR570.10Dg194300	GRAS	TFF
SoffiXsponR570.10Dg194400	GRAS	TFF
SoffiXsponR570.10Dg194500	GRAS	TFF
SoffiXsponR570.10Dg194600	GRAS	TFF
SoffiXsponR570.10Dg194700	GRAS	TFF
SoffiXsponR570.10Dg194800	GRAS	TFF
SoffiXsponR570.10Dg196200	GRAS	TFF
SoffiXsponR570.10Dg196300	GRAS	TFF
SoffiXsponR570.10Dg196400	GRAS	TFF
SoffiXsponR570.10Dg197200	C2H2	TFF
SoffiXsponR570.10Eg002800	ABI3VP1	TFF
SoffiXsponR570.10Eg013000	Alfin-like	TFF
SoffiXsponR570.10Eg014900	PHD	OTR
SoffiXsponR570.10Eg023400	FAR1	TFF
SoffiXsponR570.10Eg027200	AP2-EREBP	TFF
SoffiXsponR570.10Eg028800	MYB	TFF
SoffiXsponR570.10Eg037000	FHA	TFF
SoffiXsponR570.10Eg037200	C3H	TFF
SoffiXsponR570.10Eg038700	SAP	TFF
SoffiXsponR570.10Eg050500	bHLH	TFF
SoffiXsponR570.10Eg050600	ARF	TFF
SoffiXsponR570.10Eg051100	GNAT	OTR
SoffiXsponR570.10Eg053900	RB	OTR
SoffiXsponR570.10Eg058500	CCAAT	TFF
SoffiXsponR570.10Eg060100	PAS	TFF
SoffiXsponR570.10Eg063200	GRF	TFF
SoffiXsponR570.10Eg066000	BSD	TFF
SoffiXsponR570.10Eg066700	MYB	TFF
SoffiXsponR570.10Eg085600	bHLH	TFF
SoffiXsponR570.10Eg090200	bHLH	TFF
SoffiXsponR570.10Eg100800	MADS	TFF
SoffiXsponR570.10Eg101200	FAR1	TFF
SoffiXsponR570.10Eg103200	FHA	TFF
SoffiXsponR570.10Eg106000	GRAS	TFF
SoffiXsponR570.10Eg106100	GRAS	TFF
SoffiXsponR570.10Eg108100	C2C2-Dof	TFF
SoffiXsponR570.10Eg108700	C2C2-Dof	TFF
SoffiXsponR570.10Eg113100	PAS	TFF
SoffiXsponR570.10Eg117000	MYB	TFF
SoffiXsponR570.10Eg117100	AP2-EREBP	TFF
SoffiXsponR570.10Eg123800	MYB	TFF
SoffiXsponR570.10Eg123900	MYB-related	TFF
SoffiXsponR570.10Eg123900	MYB	TFF
SoffiXsponR570.10Eg125100	C2H2	TFF
SoffiXsponR570.10Eg125400	C2H2	TFF
SoffiXsponR570.10Eg130000	GRAS	TFF
SoffiXsponR570.10Eg130800	GRAS	TFF
SoffiXsponR570.10Eg130900	GRAS	TFF
SoffiXsponR570.10Eg131000	GRAS	TFF
SoffiXsponR570.10Eg132000	C2H2	TFF
SoffiXsponR570.10Fg002300	ABI3VP1	TFF
SoffiXsponR570.10Fg007300	AP2-EREBP	TFF
SoffiXsponR570.10Fg008700	Sigma70-like	TFF
SoffiXsponR570.10Fg011600	C3H	TFF
SoffiXsponR570.10Fg013500	SAP	TFF
SoffiXsponR570.10Fg026600	bHLH	TFF
SoffiXsponR570.10Fg026700	ARF	TFF
SoffiXsponR570.10Fg027300	GNAT	OTR
SoffiXsponR570.10Fg029100	RB	OTR
SoffiXsponR570.10Fg035700	PAS	TFF
SoffiXsponR570.10Fg040300	MYB	TFF
SoffiXsponR570.10Fg058800	Top	TFF
SoffiXsponR570.10Fg087500	MADS	TFF
SoffiXsponR570.10Fg089400	FHA	TFF
SoffiXsponR570.10Fg091500	GRAS	TFF
SoffiXsponR570.10Fg099600	MYB	TFF
SoffiXsponR570.10Fg106700	AP2-EREBP	TFF
SoffiXsponR570.10Fg107100	AP2-EREBP	TFF
SoffiXsponR570.10Fg109800	C2H2	TFF
SoffiXsponR570.10Fg112700	GRAS	TFF
SoffiXsponR570.10Fg113100	GRAS	TFF
SoffiXsponR570.10Fg113200	GRAS	TFF
SoffiXsponR570.10Fg113600	GRAS	TFF
SoffiXsponR570.10Fg113700	GRAS	TFF
SoffiXsponR570.10Fg113800	GRAS	TFF
SoffiXsponR570.10Fg114300	GRAS	TFF
SoffiXsponR570.10Fg114600	GRAS	TFF
SoffiXsponR570.10Fg114700	GRAS	TFF
SoffiXsponR570.10Fg114900	GRAS	TFF
SoffiXsponR570.10Fg115500	C2H2	TFF
SoffiXsponR570.10Fg118900	GRAS	TFF
SoffiXsponR570.10Fg120600	C2H2	TFF
SoffiXsponR570.10Fg125200	C2H2	TFF
SoffiXsponR570.10os1g001500	PAS	TFF
SoffiXsponR570.10os1g002800	SAP	TFF
SoffiXsponR570.10os1g002800	zf-MIZ	OTR
SoffiXsponR570.10os1g005800	MYB-related	TFF
SoffiXsponR570.10os1g012000	MYB-related	TFF
SoffiXsponR570.10os1g012500	NAC	TFF
SoffiXsponR570.10os1g034600	PHD	OTR
SoffiXsponR570.10os1g038600	WRKY	TFF
SoffiXsponR570.10os1g046700	MYB	TFF
SoffiXsponR570.10os1g052200	WRKY	TFF
SoffiXsponR570.10os1g055700	SAP	TFF
SoffiXsponR570.10os1g059000	CCAAT	TFF
SoffiXsponR570.10os1g060500	PAS	TFF
SoffiXsponR570.10os2g003700	MYB	TFF
SoffiXsponR570.10us89g001200	PAS	TFF
SoffiXsponR570.10us89g010900	TRAF	OTR
SoffiXsponR570.10us89g015800	WRKY	TFF
SoffiXsponR570.10us89g016500	WRKY	TFF
SoffiXsponR570.10us89g020700	NAC	TFF
SoffiXsponR570.10us89g020800	NAC	TFF
SoffiXsponR570.10us89g023000	zf-HD	TFF
SoffiXsponR570.10us89g023400	MYB	TFF
SoffiXsponR570.10us89g024100	AP2-EREBP	TFF
SoffiXsponR570.10us89g025700	C2C2-GATA	TFF
SoffiXsponR570.10us89g029800	C2H2	TFF
SoffiXsponR570.10us89g046900	NAC	TFF
SoffiXsponR570.10us89g047000	NAC	TFF
SoffiXsponR570.10us89g047200	bZIP	TFF
SoffiXsponR570.10us89g047600	ABI3VP1	TFF
SoffiXsponR570.10us89g048700	OFP	TFF
SoffiXsponR570.10us89g048800	OFP	TFF
SoffiXsponR570.10us89g050800	Pseudo_ARR-B	OTR
SoffiXsponR570.10us89g051600	HB	TFF
SoffiXsponR570.10us89g052700	GRAS	TFF
SoffiXsponR570.10us89g053500	TUB	TFF
SoffiXsponR570.10us89g054300	MED26	OTR
SoffiXsponR570.10us89g067300	MYB-related	TFF
SoffiXsponR570.10us89g084700	Alfin-like	TFF
SoffiXsponR570.10us89g085200	zf-HD	TFF
SoffiXsponR570.10us89g085800	AP2-EREBP	TFF
SoffiXsponR570.10us89g092200	Top	TFF
SoffiXsponR570.1os1g001700	TRAF	OTR
SoffiXsponR570.1os1g002800	HSF	TFF
SoffiXsponR570.1os1g005300	TRAF	OTR
SoffiXsponR570.1os1g005400	TRAF	OTR
SoffiXsponR570.1os1g009100	SET	OTR
SoffiXsponR570.1os1g010600	C2C2-Dof	TFF
SoffiXsponR570.1Z002700	MYB	TFF
SoffiXsponR570.1Z003200	bHLH	TFF
SoffiXsponR570.1Z003900	bHLH	TFF
SoffiXsponR570.1Z004000	C2C2-Dof	TFF
SoffiXsponR570.1Z005000	CCAAT	TFF
SoffiXsponR570.1Z006800	TRAF	OTR
SoffiXsponR570.1Z009400	WRKY	TFF
SoffiXsponR570.1Z014300	SWI/SNF-BAF60b	OTR
SoffiXsponR570.1Z029300	Tify	TFF
SoffiXsponR570.1Z033800	TIG	TFF
SoffiXsponR570.1Z034500	ABI3VP1	TFF
SoffiXsponR570.1Z036400	Tify	TFF
SoffiXsponR570.1Z040400	ABI3VP1	TFF
SoffiXsponR570.1Z045300	bHLH	TFF
SoffiXsponR570.1Z046800	bZIP	TFF
SoffiXsponR570.1Z048100	HB	TFF
SoffiXsponR570.1Z052200	ABI3VP1	TFF
SoffiXsponR570.1Z054100	SET	OTR
SoffiXsponR570.1Z055800	bZIP	TFF
SoffiXsponR570.1Z056800	CCAAT	TFF
SoffiXsponR570.1Z068800	Trihelix	TFF
SoffiXsponR570.1Z082600	AP2-EREBP	TFF
SoffiXsponR570.1Z083800	BES1	TFF
SoffiXsponR570.1Z085300	MADS	TFF
SoffiXsponR570.1Z105100	SAP	TFF
SoffiXsponR570.1Z105400	ARR-B	TFF
SoffiXsponR570.1Z109300	Sigma70-like	TFF
SoffiXsponR570.1Z110300	GNAT	OTR
SoffiXsponR570.1Z111200	bHLH	TFF
SoffiXsponR570.1Z111300	Top	TFF
SoffiXsponR570.1Z112400	C3H	TFF
SoffiXsponR570.1Z112600	zf-LSD1	TFF
SoffiXsponR570.1Z114100	MED26	OTR
SoffiXsponR570.1Z114200	NAC	TFF
SoffiXsponR570.1Z114500	MYB-related	TFF
SoffiXsponR570.1Z115900	AP2-EREBP	TFF
SoffiXsponR570.1Z123500	Top	TFF
SoffiXsponR570.1Z125500	SAP	TFF
SoffiXsponR570.1Z130300	C2H2	TFF
SoffiXsponR570.1Z138100	NAC	TFF
SoffiXsponR570.1Z140000	WRKY	TFF
SoffiXsponR570.1Z142300	AUX/IAA	OTR
SoffiXsponR570.1Z142400	AUX/IAA	OTR
SoffiXsponR570.1Z145600	Top	TFF
SoffiXsponR570.1Z148300	GeBP	TFF
SoffiXsponR570.1Z150700	Tify	TFF
SoffiXsponR570.1Z150900	Tify	TFF
SoffiXsponR570.1Z151000	Tify	TFF
SoffiXsponR570.1Z151100	Tify	TFF
SoffiXsponR570.1Z151200	Tify	TFF
SoffiXsponR570.1Z152200	Top	TFF
SoffiXsponR570.1Z153300	bHLH	TFF
SoffiXsponR570.1Z153700	C2H2	TFF
SoffiXsponR570.1Z156500	PAS	TFF
SoffiXsponR570.1Z167100	Top	TFF
SoffiXsponR570.1Z173900	E2F-DP	TFF
SoffiXsponR570.1Z174000	zf-BED	TFF
SoffiXsponR570.1Z176000	MYB	TFF
SoffiXsponR570.1Z176700	AP2-EREBP	TFF
SoffiXsponR570.1Z178400	bZIP	TFF
SoffiXsponR570.1Z180100	DBP	TFF
SoffiXsponR570.1Z180200	AUX/IAA	OTR
SoffiXsponR570.1Z182000	Top	TFF
SoffiXsponR570.1Z186800	C2C2-GATA	TFF
SoffiXsponR570.1Z190400	HB	TFF
SoffiXsponR570.1Z195200	BES1	TFF
SoffiXsponR570.1Z196800	MADS	TFF
SoffiXsponR570.1Z203900	bZIP	TFF
SoffiXsponR570.1Z205100	bZIP	TFF
SoffiXsponR570.1Z206900	EIL	TFF
SoffiXsponR570.1Z207300	C2C2-Dof	TFF
SoffiXsponR570.1Z207800	NAC	TFF
SoffiXsponR570.1Z208300	NAC	TFF
SoffiXsponR570.1Z208600	C3H	TFF
SoffiXsponR570.1Z210000	WRKY	TFF
SoffiXsponR570.1Z210300	ABI3VP1	TFF
SoffiXsponR570.1Z210500	bZIP	TFF
SoffiXsponR570.1Z218600	TUB	TFF
SoffiXsponR570.1Z221200	DDT	OTR
SoffiXsponR570.1Z221200	PHD	OTR
SoffiXsponR570.1Z223400	CCAAT	TFF
SoffiXsponR570.1Z226900	TRAF	OTR
SoffiXsponR570.1Z228300	BSD	TFF
SoffiXsponR570.1Z231400	SWI/SNF-BAF60b	OTR
SoffiXsponR570.1Z232300	MED26	OTR
SoffiXsponR570.1Z237900	MYB	TFF
SoffiXsponR570.1Z238100	SART-1	OTR
SoffiXsponR570.1Z241400	bHLH	TFF
SoffiXsponR570.1Z243100	Tudor-knot	OTR
SoffiXsponR570.1Z243600	SAP	TFF
SoffiXsponR570.1Z245800	CAMTA	TFF
SoffiXsponR570.1Z245800	TIG	TFF
SoffiXsponR570.1Z250300	SAP	TFF
SoffiXsponR570.1Z251500	AP2-EREBP	TFF
SoffiXsponR570.1Z252600	zf-BED	TFF
SoffiXsponR570.1Z256800	DBP	TFF
SoffiXsponR570.1Z258300	Top	TFF
SoffiXsponR570.1Z262600	C2C2-GATA	TFF
SoffiXsponR570.1Z265400	HB	TFF
SoffiXsponR570.1Z267100	TRAF	OTR
SoffiXsponR570.1Z267400	TRAF	OTR
SoffiXsponR570.1Z272200	C2C2-Dof	TFF
SoffiXsponR570.1Z274400	HSF	TFF
SoffiXsponR570.1Z275300	TRAF	OTR
SoffiXsponR570.1Z275900	OFP	TFF
SoffiXsponR570.1Z276100	TFIID	TFF
SoffiXsponR570.1Z279300	zf-BED	TFF
SoffiXsponR570.1Z279400	E2F-DP	TFF
SoffiXsponR570.1Z281100	MYB-related	TFF
SoffiXsponR570.1Z282200	bHLH	TFF
SoffiXsponR570.1Z287300	zf-C5HC2	TFF
SoffiXsponR570.1Z288800	MYB-related	TFF
SoffiXsponR570.1Z290000	bHLH	TFF
SoffiXsponR570.1Z291900	MED26	OTR
SoffiXsponR570.1Z292400	MED26	OTR
SoffiXsponR570.1Z293100	NAC	TFF
SoffiXsponR570.1Z295900	zf-LSD1	TFF
SoffiXsponR570.1Z299400	AP2-EREBP	TFF
SoffiXsponR570.1Z299600	HSF	TFF
SoffiXsponR570.2os1g000600	NAC	TFF
SoffiXsponR570.3os1g007700	MYB	TFF
SoffiXsponR570.3os1g012200	GeBP	TFF
SoffiXsponR570.3os3g001400	AP2-EREBP	TFF
SoffiXsponR570.3os3g005200	C2H2	TFF
SoffiXsponR570.3os3g005600	HSF	TFF
SoffiXsponR570.3os4g000300	HSF	TFF
SoffiXsponR570.4os1g001700	G2-like	TFF
SoffiXsponR570.4us91g003100	bHLH	TFF
SoffiXsponR570.4us91g005000	MADS	TFF
SoffiXsponR570.4us91g005500	AP2-EREBP	TFF
SoffiXsponR570.4us91g009400	MADS	TFF
SoffiXsponR570.4us91g011600	bZIP	TFF
SoffiXsponR570.4us91g014100	GRAS	TFF
SoffiXsponR570.4us91g014300	AP2-EREBP	TFF
SoffiXsponR570.4us91g021100	ARF	TFF
SoffiXsponR570.4us91g023000	AP2-EREBP	TFF
SoffiXsponR570.4us91g023100	bHLH	TFF
SoffiXsponR570.4us91g032000	ARR-B	TFF
SoffiXsponR570.4us91g032100	LIM	TFF
SoffiXsponR570.4us91g033100	MYB-related	TFF
SoffiXsponR570.4us91g033900	DBP	TFF
SoffiXsponR570.4us91g037600	BSD	TFF
SoffiXsponR570.4us91g041300	zf-BED	TFF
SoffiXsponR570.4us91g041900	AUX/IAA	OTR
SoffiXsponR570.4us91g042000	AP2-EREBP	TFF
SoffiXsponR570.4us91g042100	C2H2	TFF
SoffiXsponR570.4us91g043000	zf-MIZ	OTR
SoffiXsponR570.4us91g062000	PBF-2-like	TFF
SoffiXsponR570.4us91g063400	Top	TFF
SoffiXsponR570.4us91g069700	MADS	TFF
SoffiXsponR570.5_9Ag002200	bZIP	TFF
SoffiXsponR570.5_9Ag007500	SET	OTR
SoffiXsponR570.5_9Ag014600	bZIP	TFF
SoffiXsponR570.5_9Ag015100	MYB	TFF
SoffiXsponR570.5_9Ag016300	EIL	TFF
SoffiXsponR570.5_9Ag016600	MYB-related	TFF
SoffiXsponR570.5_9Ag016700	C2C2-Dof	TFF
SoffiXsponR570.5_9Ag017000	NAC	TFF
SoffiXsponR570.5_9Ag017600	NAC	TFF
SoffiXsponR570.5_9Ag018000	C3H	TFF
SoffiXsponR570.5_9Ag019300	WRKY	TFF
SoffiXsponR570.5_9Ag019700	ABI3VP1	TFF
SoffiXsponR570.5_9Ag019800	bZIP	TFF
SoffiXsponR570.5_9Ag027900	TUB	TFF
SoffiXsponR570.5_9Ag031700	CCAAT	TFF
SoffiXsponR570.5_9Ag035200	TRAF	OTR
SoffiXsponR570.5_9Ag036300	BSD	TFF
SoffiXsponR570.5_9Ag038700	bZIP	TFF
SoffiXsponR570.5_9Ag040800	MED26	OTR
SoffiXsponR570.5_9Ag045700	GeBP	TFF
SoffiXsponR570.5_9Ag046400	MYB	TFF
SoffiXsponR570.5_9Ag046600	SART-1	OTR
SoffiXsponR570.5_9Ag049700	bHLH	TFF
SoffiXsponR570.5_9Ag050200	MYB	TFF
SoffiXsponR570.5_9Ag051400	Tudor-knot	OTR
SoffiXsponR570.5_9Ag051800	SAP	TFF
SoffiXsponR570.5_9Ag058100	SAP	TFF
SoffiXsponR570.5_9Ag059100	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag060000	FAR1	TFF
SoffiXsponR570.5_9Ag060200	Tify	TFF
SoffiXsponR570.5_9Ag062800	GRAS	TFF
SoffiXsponR570.5_9Ag064000	Alfin-like	TFF
SoffiXsponR570.5_9Ag064300	CCAAT	TFF
SoffiXsponR570.5_9Ag065200	CCAAT	TFF
SoffiXsponR570.5_9Ag066000	MADS	TFF
SoffiXsponR570.5_9Ag075200	C2H2	TFF
SoffiXsponR570.5_9Ag078100	HRT	TFF
SoffiXsponR570.5_9Ag079500	GNAT	OTR
SoffiXsponR570.5_9Ag080600	WRKY	TFF
SoffiXsponR570.5_9Ag080700	GRAS	TFF
SoffiXsponR570.5_9Ag081000	mTERF	OTR
SoffiXsponR570.5_9Ag082000	C2H2	TFF
SoffiXsponR570.5_9Ag082800	BES1	TFF
SoffiXsponR570.5_9Ag091800	C3H	TFF
SoffiXsponR570.5_9Ag092500	GRAS	TFF
SoffiXsponR570.5_9Ag093100	NAC	TFF
SoffiXsponR570.5_9Ag094900	FAR1	TFF
SoffiXsponR570.5_9Ag095200	ABI3VP1	TFF
SoffiXsponR570.5_9Ag098700	bHLH	TFF
SoffiXsponR570.5_9Ag105200	GRAS	TFF
SoffiXsponR570.5_9Ag105400	CCAAT	TFF
SoffiXsponR570.5_9Ag105500	CCAAT	TFF
SoffiXsponR570.5_9Ag123200	SBP	TFF
SoffiXsponR570.5_9Ag126500	PHD	OTR
SoffiXsponR570.5_9Ag126700	MYB	TFF
SoffiXsponR570.5_9Ag134400	SET	OTR
SoffiXsponR570.5_9Ag137600	mTERF	OTR
SoffiXsponR570.5_9Ag138800	C2H2	TFF
SoffiXsponR570.5_9Ag140000	SET	OTR
SoffiXsponR570.5_9Ag140600	C2H2	TFF
SoffiXsponR570.5_9Ag141500	MYB-related	TFF
SoffiXsponR570.5_9Ag142400	NAC	TFF
SoffiXsponR570.5_9Ag142500	NAC	TFF
SoffiXsponR570.5_9Ag143100	HMG	OTR
SoffiXsponR570.5_9Ag144400	RWP-RK	TFF
SoffiXsponR570.5_9Ag156200	Pseudo_ARR-B	OTR
SoffiXsponR570.5_9Ag156300	SRS	TFF
SoffiXsponR570.5_9Ag156900	SRS	TFF
SoffiXsponR570.5_9Ag159500	zf-A20	TFF
SoffiXsponR570.5_9Ag159900	HSF	TFF
SoffiXsponR570.5_9Ag161500	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag161800	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag161900	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag162100	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag164200	bHLH	TFF
SoffiXsponR570.5_9Ag164300	bHLH	TFF
SoffiXsponR570.5_9Ag164400	bHLH	TFF
SoffiXsponR570.5_9Ag164500	bHLH	TFF
SoffiXsponR570.5_9Ag171800	bHLH	TFF
SoffiXsponR570.5_9Ag172500	NAC	TFF
SoffiXsponR570.5_9Ag176900	bHLH	TFF
SoffiXsponR570.5_9Ag180700	NAC	TFF
SoffiXsponR570.5_9Ag182700	C3H	TFF
SoffiXsponR570.5_9Ag184700	EIL	TFF
SoffiXsponR570.5_9Ag184900	bZIP	TFF
SoffiXsponR570.5_9Ag185600	bHLH	TFF
SoffiXsponR570.5_9Ag186300	zf-A20	TFF
SoffiXsponR570.5_9Ag186500	C2H2	TFF
SoffiXsponR570.5_9Ag194500	bHLH	TFF
SoffiXsponR570.5_9Ag195000	bHLH	TFF
SoffiXsponR570.5_9Ag195400	bZIP	TFF
SoffiXsponR570.5_9Ag197700	bHLH	TFF
SoffiXsponR570.5_9Ag200000	bHLH	TFF
SoffiXsponR570.5_9Ag204000	HSF	TFF
SoffiXsponR570.5_9Ag204200	bZIP	TFF
SoffiXsponR570.5_9Ag205000	NAC	TFF
SoffiXsponR570.5_9Ag206900	GeBP	TFF
SoffiXsponR570.5_9Ag214000	Tify	TFF
SoffiXsponR570.5_9Ag215700	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag215900	ARID	OTR
SoffiXsponR570.5_9Ag217300	CCAAT	TFF
SoffiXsponR570.5_9Ag220600	AP2-EREBP	TFF
SoffiXsponR570.5_9Ag224200	WRKY	TFF
SoffiXsponR570.5_9Ag224300	WRKY	TFF
SoffiXsponR570.5_9Ag226100	MYB	TFF
SoffiXsponR570.5_9Ag226700	NAC	TFF
SoffiXsponR570.5_9Ag227600	NAC	TFF
SoffiXsponR570.5_9Ag227800	SET	OTR
SoffiXsponR570.5_9Ag230500	Tify	TFF
SoffiXsponR570.5_9Ag230600	MYB	TFF
SoffiXsponR570.5_9Ag230700	MYB	TFF
SoffiXsponR570.5_9Ag230800	MYB	TFF
SoffiXsponR570.5_9Ag233700	Jumonji	OTR
SoffiXsponR570.5_9Ag234100	NAC	TFF
